X,Y,OBJECTID,DESCRIP15,BUSINESS15,USECLASS15,CVR15_POST,EASTING,NORTHING,ADDRESS
326249,672800,988,butcher,First Class Butchers,Class 1,EH8 9HX,326249,672800,36 CLERK STREET
326252,672795,989,Coffee shop,Filament Coffee,Class 3,EH8 9HX,326252,672795,38 CLERK STREET
326256,672789,990,Hairdressers,Evas Hair and Salon,Class 1,EH8 9HX,326256,672789,40 CLERK STREET
326259,672784,991,Letting Agents,Easylet,Class 2,EH8 9HX,326259,672784,42-44 CLERK STREET
326276,672753,992,chemist,Newington Pharmacy,Class 1,EH8 9JB,326276,672753,46-50 CLERK STREET
326280,672746,993,Juggling supplies,Cascade Juggling,Class 1,EH8 9JB,326280,672746,52 CLERK STREET
326283,672740,994,Hot food take-away,Flip,SUI GENERIS,EH8 9JB,326283,672740,54 CLERK STREET
326356,672522,995,hot food take-away,Taksim,SUI GENERIS,EH8 9JB,326356,672522,54A CLERK STREET
326287,672733,996,musical,Drum Central,Class 1,EH8 9JB,326287,672733,58 CLERK STREET
326292,672725,997,Specialist off license,Bottle Baron,Class 1,EH8 9JB,326292,672725,60 CLERK STREET
326294,672720,998,Clothing alterations,Lu's Tailor,Class 1,EH8 9JB,326294,672720,62 CLERK STREET
326297,672715,999,retro & second-hand clothing,W. Armstrong & Son,Class 1,EH8 9JB,326297,672715,64-66 CLERK STREET
320011,674653,1000,vacant,vacant,Vacant, ,320011,674653, 
320101,672947,1001,building contractors,Apex Building Services,Class 4, ,320101,672947, 
320101,672951,1002,hairdresser,Sher,Class 1, ,320101,672951, 
324008,673237,1003,Public House,Platform 5,SUI GENERIS,EH12 5DR,324008,673237,(8) CLIFTON TERRACE
323993,673224,1004,Bus Information & Sevices,Lothian Buses Travel Shop,Class 1,EH12 5DR,323993,673224,9 CLIFTON TERRACE
323975,673225,1005,"hot food take-away (fish & chips, pizzas, kebabs)",The Station Takeaway,SUI GENERIS,EH12 5DR,323975,673225,10 CLIFTON TERRACE
323986,673224,1006,Photography,Nicola Bald Photography,Class 2,EH12 5DR,323986,673224,11 CLIFTON TERRACE
323980,673224,1007,restaurant,La Bruschetta,Class 3,EH12 5DR,323980,673224,13 CLIFTON TERRACE
323968,673225,1008,Vacant,Vacant,Vacant,EH12 5DR,323968,673225,14 CLIFTON TERRACE
312461,672507,1009,petrol filling station & shop,BP / Spar / Subway,Class 1,EH28 8LQ,312461,672507,1 CLIFTONHALL ROAD
312497,672516,1010,restaurant & hot food take-away,McDonalds,Class 3,EH28 8PW,312497,672516,2 CLIFTONHALL ROAD
312485,672292,1011,bakery / takeaway food,Greggs,Class 1,EH28 8PJ,312485,672292,(10D) NEWBRIDGE INDUSTRIAL ESTATE
320302,669485,1012,grocer,Best-One,Class 1,EH14 3BG,320302,669485,3 CLOVENSTONE PARK
324299,673428,1013,restaurant,Indian Caverlry Club,Class 3,EH3 7AF,324299,673428,22 COATES CRESCENT
326759,676543,1014,sports equipment & clothing,Sports Warehouse,Class 1,EH6 5HB,326759,676543,24/26 COBURG STREET
326630,676511,1015,restaurant,The Water of Leith Bistro,Class 3,EH6 6HJ,326630,676511,52 COBURG STREET
326554,676476,1016,insurance broker,Bruce Stevenson,Class 4,EH6 6HJ,326554,676476,78-80 COBURG STREET
325837,674750,1017,solicitor,Andrew Houston,Class 2, ,325837,674750, 
325725,673719,1018,gifts,Cutie House,Class 1,EH1 1BP,325725,673719,5 COCKBURN STREET
325729,673716,1019,coffee shop (opening soon),The Milkman,Class 3,EH1 1BP,325729,673716,7 COCKBURN STREET
325735,673714,1020,records,Underground Solu'shn,Class 1,EH1 1BP,325735,673714,9 COCKBURN STREET
325745,673712,1021,public house,Malt Shovel,SUI GENERIS,EH1 1BP,325745,673712,11-15 COCKBURN STREET
325757,673712,1022,public house,Ecco Vino,SUI GENERIS,EH1 1BP,325757,673712,19 COCKBURN STREET
325763,673712,1023,vacant,vacant,Vacant,EH1 1BP,325763,673712,21 COCKBURN STREET
325770,673713,1024,art gallery,Stills Gallery,Class 1, ,325770,673713, 
325780,673714,1025,restaurant,Gurka Caf‚,Class 3,EH1 1BP,325780,673714,25 COCKBURN STREET
325784,673714,1026,clothing (urban sports),Route 1,Class 1,EH1 1BP,325784,673714,29 COCKBURN STREET
325777,673713,1027,ladies clothing,Cookie,Class 1, ,325777,673713, 
325796,673715,1028,"toys, gifts",Lava,Class 1,EH1 1BP,325796,673715,29A-33 COCKBURN STREET
325804,673716,1029,"homeware, interior d‚cor",Eden,Class 1,EH1 1BP,325804,673716,37-39 COCKBURN STREET
325814,673716,1030,restaurant (Mexican),Viva Mexico,Class 3,EH1 1BS,325814,673716,41 COCKBURN STREET
325820,673715,1031,ladies clothing,The Frayed Hen,Class 1,EH1 1BS,325820,673715,45 COCKBURN STREET
325828,673715,1032,ladies clothing,Pie in the Sky,Class 1,EH1 1BS,325828,673715,47 COCKBURN STREET
325833,673714,1033,"antiques - jewellery, coins, medals etc.",D.L. Cavanagh,Class 1,EH1 1BS,325833,673714,49 COCKBURN STREET
325840,673713,1034,"leather & rubber clothing, novelty goods",Whiplash Trash,Class 1,EH1 1BS,325840,673713,53 COCKBURN STREET
325846,673712,1035,"gifts, souvenirs",Forever Scotland,Class 1,EH1 1BS,325846,673712,55 COCKBURN STREET
325853,673711,1036,"jewellery, ornaments",Enchantment,Class 1,EH1 1BS,325853,673711,57 COCKBURN STREET
325856,673710,1037,italian bistro,La Lacanda,Class 3,EH1 1BS,325856,673710,61 COCKBURN STREET
325863,673708,1038,mediterean bistro,Lailas,Class 3,EH1 1BS,325863,673708,63 COCKBURN STREET
325873,673707,1039,caf‚,Southern Cross Caf‚,Class 3,EH1 1BU,325873,673707,65(GF) COCKBURN STREET
325882,673702,1040,n/t/c,Paper Rack,Class 1,EH1 1BU,325882,673702,65A COCKBURN STREET
325902,673674,1041,public house,Scotsmans Lounge,SUI GENERIS,EH1 1BU,325902,673674,73 COCKBURN STREET
325803,673692,1042,art gallery,Collective Gallery,Class 1, ,325803,673692, 
325819,673691,1043,information office (drugs etc.),Crew,Class 2,EH1 1PB,325819,673691,32 COCKBURN STREET
325826,673691,1044,"clothes, shoes, curios",Do You Do Voodoo,Class 1,EH1 1PB,325826,673691,34 COCKBURN STREET
325832,673690,1045,whisky specialist,Whisky World,Class 1,EH1 1PB,325832,673690,36 COCKBURN STREET
325839,673689,1046,grocer,Mama Said Food,Class 1,EH1 1PB,325839,673689,40 COCKBURN STREET
325848,673688,1047,household goods,Old Town Context,Class 1,EH1 1PB,325848,673688,42-44 COCKBURN STREET
325858,673685,1048,public house,Arcade Bar,SUI GENERIS,EH1 1PB,325858,673685,48 COCKBURN STREET
325867,673682,1049,printed T-shirts,Swish,Class 1,EH1 1PB,325867,673682,50 COCKBURN STREET
325877,673678,1050,baker,Miss Katie Cupcakes,Class 1,EH1 1PB,325877,673678,52 COCKBURN STREET
325879,673672,1051,hot food take-away,The Baked Potato Shop,SUI GENERIS,EH1 1PB,325879,673672,56 COCKBURN STREET
322668,669402,1052,supermarket - large,Tesco,Class 1,EH13 9AH,322668,669402,10 COLINTON MAINS DRIVE
322999,669176,1053,take-away food,Sugar & Spice,Class 3,EH13 9BJ,322999,669176,76 COLINTON MAINS DRIVE
323004,669174,1054,vacant,vacant,Vacant, ,323004,669174, 
323008,669171,1055,hairdresser,Harlequin Hair Studio,Class 1,EH13 9BJ,323008,669171,80 COLINTON MAINS DRIVE
323012,669169,1056,post office,Colinton Mains Sub Post Office,Class 1,EH13 9BJ,323012,669169,82 COLINTON MAINS DRIVE
323017,669166,1057,chemist,Colinton Mains Pharmacy,Class 1,EH13 9BJ,323017,669166,84-86 COLINTON MAINS DRIVE
323023,669163,1058,tanning studio,The Tan Stand,Class 11,EH13 9BJ,323023,669163,88 COLINTON MAINS DRIVE
323028,669160,1059,grocer (lic.),U Save,Class 1,EH13 9BJ,323028,669160,90 COLINTON MAINS DRIVE
324468,671864,1060,chiropractor,Chiropractic Health,Class 2,EH10 5DP,324468,671864,5 COLINTON ROAD
324464,671861,1061,"joiners, plasterers & roofers",George Hardie & Son,Class 4,EH10 5DP,324464,671861,9 COLINTON ROAD
324460,671859,1062,homeware (Scandinavian design),Spektakular,Class 1,EH10 5DP,324460,671859,11 COLINTON ROAD
324455,671855,1063,spanish products and deli,La Quintia,Class 1,EH10 5DP,324455,671855,13 COLINTON ROAD
324452,671852,1064,home care service for elderly,Senior Service,Class 1,EH10 5DP,324452,671852,15 COLINTON ROAD
324447,671850,1065,restaurant (French),bia bistrot,Class 3,EH10 5DP,324447,671850,19 COLINTON ROAD
323271,671237,1066,hairdresser,Jason Hall Hairdressing,Class 1,EH14 1AL,323271,671237,101 COLINTON ROAD
323267,671233,1067,beauty salon,The Zone,Class 1,EH14 1AL,323267,671233,101A(/1) COLINTON ROAD
323258,671222,1068,public house,The Kilted Pig,SUI GENERIS,EH14 1AL,323258,671222,101B-103 COLINTON ROAD
323253,671216,1069,hairdresser,just Giles Too,Class 1,EH14 1AL,323253,671216,103A COLINTON ROAD
324458,671899,1070,supermarket,Tesco Metro,Class 1,EH10 5DN,324458,671899,2(A) COLINTON ROAD
324446,671892,1071,hairdresser,Charlie Miller hairdressing,Class 1,EH10 5DN,324446,671892,2B COLINTON ROAD
324439,671887,1072,coffee shop,Starbucks,Class 1,EH10 5DN,324439,671887,2C COLINTON ROAD
323304,671295,1073,carpets,Craiglockhart Carpet Centre,Class 1,EH14 1AH,323304,671295,60A COLINTON ROAD
323075,671103,1074,supermarket,Tesco Express,Class 1,EH14 1AT,323075,671103,62B(1) COLINTON ROAD
323065,671093,1075,funeral directors,W. T. Dunbar & Sons,Class 1,EH14 1AT,323065,671093,62B(2) COLINTON ROAD
322842,670819,1076,car showroom,Western Autos-SEAT/Suzuki,SUI GENERIS,EH14 1BY,322842,670819,116 COLINTON ROAD
322837,670807,1077,hair and beauty,Ten,Class 1,EH14 1BY,322837,670807,118 COLINTON ROAD
322834,670802,1078,vacant,vacant,Vacant,EH14 1BY,322834,670802,120-122 COLINTON ROAD
322830,670793,1079,public house,The Sitting Room,SUI GENERIS,EH14 1BY,322830,670793,124 COLINTON ROAD
322825,670784,1080,hot food take-away (Chinese),Good World,SUI GENERIS,EH14 1BY,322825,670784,130 COLINTON ROAD
322821,670776,1081,dentist,The Craiglockhart NHS Plus Dental Clinic,Class 2, ,322821,670776, 
322816,670766,1082,"repair, alteration-civilian and miltary clothing",GB Tailoring,Class 1,EH14 1BY,322816,670766,136 COLINTON ROAD
322813,670762,1083,n/t/c & post office,Craiglockhart Post Office,Class 1,EH14 1BY,322813,670762,140-142 COLINTON ROAD
322931,673269,1084,architects,Iain Gaul Architects,Class 4,EH12 6AH,322931,673269,4 COLTBRIDGE AVENUE
322931,673274,1085,public relations and events,KD Media,Class 4,EH12 6AH,322931,673274,6 COLTBRIDGE AVENUE
322933,673279,1086,beauty salon + podiatry service,Murrayfield Beauty Therapy & Podiatry,Class 1,EH12 6AH,322933,673279,8 COLTBRIDGE AVENUE
322940,673291,1087,artist / printmaker,Atelier 16,Class 4,EH12 6AH,322940,673291,16 COLTBRIDGE AVENUE
323558,674650,1088,bank,Bank of Scotland,Class 2,EH4 1AF,323558,674650,43 COMELY BANK
323671,674683,1089,supermarket - large,Waitrose,Class 1,EH4 1AF,323671,674683,38 COMELY BANK
324006,674711,1090,vacant,vacant,Vacant,EH4 1EL,324006,674711,4 COMELY BANK AVENUE
324007,674707,1091,n/t/c,G Alonzi,Class 1,EH4 1EL,324007,674707,6 COMELY BANK AVENUE
324009,674703,1092,glaziers,CBG Glazing,Class 4,EH4 1EL,324009,674703,8 COMELY BANK AVENUE
324011,674698,1093,physiotherapy clinic,Taylor Physiotherapy,Class 2,EH4 1EL,324011,674698,10-12 COMELY BANK AVENUE
324013,674692,1094,financial services,Independent Financial Advisor,Class 2,EH4 1EL,324013,674692,16 COMELY BANK AVENUE
324014,674688,1095,hairdresser,Ruth Ball,Class 1,EH4 1EL,324014,674688,18 COMELY BANK AVENUE
324092,674576,1096,hairdresser,Murrayhead Organics,Class 1,EH4 1ER,324092,674576,49 COMELY BANK PLACE
324264,674681,1097,"hot food take-away (fish & chips, pizzas, burgers)",Franco's,SUI GENERIS,EH4 1DR,324264,674681,5-7 COMELY BANK ROAD
324253,674683,1098,charity shop,St. Columba's Wardrobe,Class 1,EH4 1DR,324253,674683,9 COMELY BANK ROAD
324248,674684,1099,residential property letting,Northwood,Class 2,EH4 1DR,324248,674684,13 COMELY BANK ROAD
324223,674686,1100,property management,Crombie Property Management,Class 2,EH4 1DS,324223,674686,15 COMELY BANK ROAD
324218,674687,1101,hairdresser,Dream Hairdressing,Class 1,EH4 1DS,324218,674687,17 COMELY BANK ROAD
324208,674689,1102,wine merchant & florist,Raeburn Fine Wines,Class 1,EH4 1DS,324208,674689,21-23 COMELY BANK ROAD
324002,674719,1103,wine merchant,Appelation Wines,Class 1,EH4 1AW,324002,674719,63 COMELY BANK ROAD
323997,674718,1104,shoes,Vincent,Class 1,EH4 1AW,323997,674718,67 COMELY BANK ROAD
323991,674717,1105,hairdresser (gents),Bobs,Class 1,EH4 1AW,323991,674717,69 COMELY BANK ROAD
323827,674674,1106,accountants,Anderson Evans,Class 2,EH4 1BH,323827,674674,129-131 COMELY BANK ROAD
323767,674662,1107,chemist,Boots,Class 1,EH4 1BH,323767,674662,149-151 COMELY BANK ROAD
323738,674655,1108,"caf‚, cards, gifts",Connect,Class 3,EH4 1BQ,323738,674655,153-155 COMELY BANK ROAD
327315,674361,1109,tropical fish,Nemo's World,Class 1,EH7 5SY,327315,674361,13-17 COMELY GREEN PLACE
324326,670410,1110,vacant,vacant,Vacant,EH10 5QP,324326,670410,6-8 COMISTON DRIVE
324482,670721,1111,residential letting & property management,D.R.M. Residential,Class 2,EH10 6AF,324482,670721,1A-3 COMISTON PLACE
324514,670843,1112,public house,The Hermitage,SUI GENERIS,EH10 6AA,324514,670843,1-5 COMISTON ROAD
324511,670834,1113,hairdresser (gents),The Gentleman's Barber,Class 1,EH10 6AA,324511,670834,9 COMISTON ROAD
324508,670826,1114,hairdresser,Raymond,Class 1,EH10 6AA,324508,670826,11 COMISTON ROAD
324505,670817,1115,bank,Royal Bank of Scotland,Class 2,EH10 6AA,324505,670817,13-17 COMISTON ROAD
324483,670744,1116,flooring,Floored Ltd,Class 1,EH10 6AB,324483,670744,37 COMISTON ROAD
324482,670740,1117,upholsterer,Brian Kelly,Class 4,EH10 6AB,324482,670740,41 COMISTON ROAD
324481,670737,1118,joinery woodcraft,Wild Wood,Class 2,EH10 6AB,324481,670737,43 COMISTON ROAD
324480,670733,1119,charity shop,Cash for Clothes,Class 1,EH10 6AB,324480,670733,45 COMISTON ROAD
324479,670729,1120,interior design,Joelle Ried Interiors,Class 4,EH10 6AB,324479,670729,47 COMISTON ROAD
324478,670724,1121,letting agent,DRM Property Lettings,Class 2,EH10 6AB,324478,670724,49 COMISTON ROAD
324433,670590,1122,hot food take-away (Indian & Bangladeshi),The Hill Station,SUI GENERIS,EH10 6AG,324433,670590,99 COMISTON ROAD
324431,670587,1123,hot food take-away (Chinese),New Xi'an,SUI GENERIS,EH10 6AG,324431,670587,101 COMISTON ROAD
324430,670583,1124,chinese medicine,Harmonious & Healthy Chinese Clinic,Class 2,EH10 6AG,324430,670583,105 COMISTON ROAD
324429,670579,1125,financial services - mortgages,Mortgage Specialist,Class 2,EH10 6AG,324429,670579,107 COMISTON ROAD
324419,670556,1126,wine merchant,Henderson Wines,Class 1,EH10 6AQ,324419,670556,109 COMISTON ROAD
324417,670550,1127,greengrocer & florist,Wright of Comiston,Class 1,EH10 6AQ,324417,670550,111 COMISTON ROAD
324415,670544,1128,employment agency,JB Nursing and Staff Employment,Class 4,EH10 6AQ,324415,670544,115 COMISTON ROAD
324414,670539,1129,hairdresser,2's Company,Class 1,EH10 6AQ,324414,670539,117 COMISTON ROAD
324413,670536,1130,training room,JB Agency,Class 2,EH10 6AQ,324413,670536,119 COMISTON ROAD
324412,670533,1131,massage parlour,Thai Healing Massage,Class 4,EH10 6AQ,324412,670533,123 COMISTON ROAD
324410,670529,1132,caf‚,Marie Delices,Class 4,EH10 6AQ,324410,670529,125 COMISTON ROAD
324407,670520,1133,"n/t/c, stationery, wines",Edinburgh News,Class 1,EH10 6AQ,324407,670520,127-129 COMISTON ROAD
324405,670512,1134,hair and beauty,LA Hair,Class 4,EH10 6AQ,324405,670512,133 COMISTON ROAD
324403,670508,1135,vacant,vacant,Vacant,EH10 6AQ,324403,670508,135 COMISTON ROAD
324402,670503,1136,dry cleaner & launderette,Braidburn Drycleaners,Class 1,EH10 6AQ,324402,670503,137 COMISTON ROAD
324339,670415,1137,financial services - business funding,Abacus Asset Finance,Class 2,EH10 5QN,324339,670415,139 COMISTON ROAD
324299,670108,1138,petrol filling station & shop,Shell + Select Shop,Class 1,EH10 5QN,324299,670108,161 COMISTON ROAD
324493,670868,1139,solicitors & estate agents,Pagan Osborne,Class 2,EH10 5QE,324493,670868,2-4 COMISTON ROAD
324491,670861,1140,hairdresser,Danielle Carr Hairdressing,Class 1,EH10 5EQ,324491,670861,10 COMISTON ROAD
324489,670857,1141,coffee shop,Leaf and Bean,Class 3,EH10 5EQ,324489,670857,12-14 COMISTON ROAD
324487,670850,1142,chemist,Lindsay & Gilmour,Class 1,EH10 5EQ,324487,670850,18-20 COMISTON ROAD
324484,670843,1143,hot food take-away (Indian & Bangladeshi),Abdul's,SUI GENERIS,EH10 5EQ,324484,670843,22 COMISTON ROAD
324482,670835,1144,window blinds,Homestyle,Class 1,EH10 5EQ,324482,670835,24 COMISTON ROAD
324480,670831,1145,beauty salon,Moi,Class 1,EH10 5QE,324480,670831,28 COMISTON ROAD
324479,670826,1146,"dressmaking, tailoring, clothing alterations",Dressmaking Studio 2,Class 1,EH10 5EQ,324479,670826,30 COMISTON ROAD
324476,670818,1147,wine merchant,Vino Wines,Class 1,EH10 5QE,324476,670818,32-34 COMISTON ROAD
324467,670785,1148,hot food take-away (fish & chips),Comiston Fry,SUI GENERIS,EH10 5QQ,324467,670785,36 COMISTON ROAD
324466,670782,1149,hairdresser,Julie's,Class 1,EH10 5QQ,324466,670782,38 COMISTON ROAD
324465,670779,1150,"crafts, gifts, pictures",Blackbird Studios,Class 1,EH10 5QQ,324465,670779,40 COMISTON ROAD
324464,670776,1151,beauty studio,Caroline Cleland,Class 1,EH10 5QQ,324464,670776,42 COMISTON ROAD
324410,670619,1152,office,n/a,Class 2,EH10 5QJ,324410,670619,86 COMISTON ROAD
324408,670615,1153,antique clocks & barometers,Craiglea Clocks,Class 1,EH10 5QJ,324408,670615,88 COMISTON ROAD
324407,670610,1154,grocer,Comiston Store,Class 1,EH10 5QJ,324407,670610,90 COMISTON ROAD
324398,670584,1155,hairdresser,LA Hair Solutions,Class 1,EH10 5QL,324398,670584,92 COMISTON ROAD
324396,670580,1156,"bric-a-brac, furniture, curios",no name on fascia,Class 1,EH10 5QL,324396,670580,94 COMISTON ROAD
324395,670576,1157,hairdresser,Strandz,Class 2,EH10 5QL,324395,670576,96 COMISTON ROAD
324394,670572,1158,hairdresser,Eos Beauty,Class 1,EH10 5QL,324394,670572,98 COMISTON ROAD
324347,670438,1159,veterinary surgery,Animac Veterinary Group,Class 2, ,324347,670438, 
324346,670434,1160,building services engineers,Taylor Associates,Class 4,EH10 5QN,324346,670434,130 COMISTON ROAD
324344,670430,1161,chartered accountant,Greenbank,Class 4,EH10 5QN,324344,670430,134 COMISTON ROAD
324343,670425,1162,computer learning centre,One 36 computing,Class 4,EH10 5QN,324343,670425,136 COMISTON ROAD
324340,670419,1163,music school,Morningside School of Music,Class 4,EH10 5QN,324340,670419,138 COMISTON ROAD
324338,670411,1164,"drycleaning, dressmaking",Diana Alterations,Class 1,EH10 5QN,324338,670411,140 COMISTON ROAD
324336,670405,1165,hairdresser,LA Hair Solutions,Class 1,EH10 5QN,324336,670405,142-143 COMISTON ROAD
327041,676549,1166,restaurant,Giuliano's,Class 3,EH6 6JA,327041,676549,1 COMMERCIAL STREET
327026,676555,1167,hairdresser,Ladylux,Class 1,EH6 6JA,327026,676555,5 COMMERCIAL STREET
327022,676556,1168,restaurant,Diner 7,Class 3,EH6 6JA,327022,676556,7 COMMERCIAL STREET
