X,Y,OBJECTID,DESCRIP15,BUSINESS15,USECLASS15,CVR15_POST,EASTING,NORTHING,ADDRESS
324853,673820,5748,public house,Dirty Dicks,SUI GENERIS,EH2 4LS,324853,673820,159 ROSE STREET
324846,673818,5749,hairdresser,The Player Lounge,Class 1,EH2 4LS,324846,673818,161A ROSE STREET
324832,673814,5750,restaurant,1780,Class 3,EH2 4LS,324832,673814,167 ROSE STREET
325445,673976,5751,drinks kiosk,the Wee Cafe,Class 1,EH2 2QA,325445,673976,(22) ROSE STREET
325397,673958,5752,betting shop,Ladbrokes,Class 2,EH2 2QA,325397,673958,40 ROSE STREET
325304,673931,5753,vacant,vacant,Vacant,EH2 2NN,325304,673931,64 ROSE STREET
325289,673927,5754,betting shop,William Hill,Class 2,EH2 2NN,325289,673927,68 ROSE STREET
325281,673924,5755,health foods & vitamin supplements,Holland & Barrett,Class 1,EH2 2NN,325281,673924,70 ROSE STREET
325272,673921,5756,outdoor clothing,Cotswold,Class 1,EH2 2NN,325272,673921,72 ROSE STREET
325263,673919,5757,public house & restaurant,Filling Station,SUI GENERIS,EH2 2NN,325263,673919,74 ROSE STREET
325255,673916,5758,vacant,vacant,Vacant,EH2 2NN,325255,673916,76 ROSE STREET
325203,673903,5759,public house,Auld Hundred,SUI GENERIS,EH2 2NN,325203,673903,100-102 ROSE STREET
325147,673888,5760,"hot food take-away (fish & chips, pizzas, kebabs)",Rose Street Take Away,SUI GENERIS,EH2 3JF,325147,673888,106 ROSE STREET
325139,673886,5761,jeweller,Goodwins,Class 1,EH2 3JF,325139,673886,106A-108A ROSE STREET
325131,673883,5762,jeweller,Robert Anthony,Class 1,EH2 3JF,325131,673883,108B ROSE STREET
325116,673879,5763,public house,Element,SUI GENERIS,EH2 3JF,325116,673879,110-114 ROSE STREET
325108,673876,5764,jeweller,Alistair Wood Tait,Class 1,EH2 3JF,325108,673876,116A ROSE STREET
325103,673875,5765,jeweller,John Whyte,Class 1,EH2 3JF,325103,673875,116B ROSE STREET
325093,673872,5766,hairdresser & beauty salon,Murdo Macleans,Class 1,EH2 3JF,325093,673872,118-120 ROSE STREET
325085,673869,5767,souvenirs,Pride of Scotland,Class 1,EH2 3JF,325085,673869,122-124 ROSE STREET
325079,673868,5768,shoes & footwear,Rogerson Footwear,Class 1,EH2 3JF,325079,673868,126-128 ROSE STREET
325074,673866,5769,"clothing alterations & repairs, tailoring, curtain making, dry cleaner",Master Tailor,Class 1,EH2 3JD,325074,673866,130 ROSE STREET
325069,673865,5770,milk shakes,Shakeaway,Class 1,EH2 3JD,325069,673865,134 ROSE STREET
325064,673863,5771,key cutting,Timpson,Class 1,EH2 3JD,325064,673863,136 ROSE STREET
325057,673861,5772,ladies clothing,Verve,Class 1,EH2 3JD,325057,673861,138 ROSE STREET
325051,673860,5773,vacant,vacant,Vacant,EH2 3JD,325051,673860,142 ROSE STREET
325022,673852,5774,public house,The Kenilworth,SUI GENERIS,EH2 3JD,325022,673852,152-154 ROSE STREET
325005,673847,5775,patisserie,Patisserie Valerie,Class 3,EH2 3JD,325005,673847,158-162 ROSE STREET
324920,673823,5776,public house,The Black Cat,SUI GENERIS,EH2 3JD,324920,673823,168 ROSE STREET
324916,673822,5777,public house,Rose & Crown,SUI GENERIS,EH2 4BA,324916,673822,170 ROSE STREET
324910,673820,5778,take-away food (pizza),dough,SUI GENERIS,EH2 4BA,324910,673820,172 ROSE STREET
324905,673818,5779,restaurant,Zara's Mediterranean Bistro,Class 3,EH2 4BA,324905,673818,176 ROSE STREET
324900,673817,5780,dental surgery,West End Private Dental Practice,Class 2, ,324900,673817, 
324896,673816,5781,dental surgery,Edinburgh Dental Specialist,Class 2, ,324896,673816, 
324891,673814,5782,dancewear,Dancewear,Class 1,EH2 4BA,324891,673814,182 ROSE STREET
324884,673812,5783,restaurant (Mexican),Miro's,Class 3,EH2 4BA,324884,673812,184 ROSE STREET
324879,673811,5784,jewellers,Daniel Henderson,Class 1,EH2 4BA,324879,673811,188 ROSE STREET
324872,673809,5785,restaurant,Wildfire Restaurant & Grill,Class 3,EH2 4AZ,324872,673809,192 ROSE STREET
324869,673808,5786,n/t/c,Bees 2 Honey,Class 1,EH2 4AZ,324869,673808,192A ROSE STREET
324861,673806,5787,specialist whiskies & cigars,Robert Graham,Class 1,EH2 4AZ,324861,673806,194A ROSE STREET
324852,673803,5788,"office services (mail boxes, packing, shipping, copying, laminating, binding, office supplies etc.)",Mail Boxes Etc.,Class 2,EH2 4AT,324852,673803,196 ROSE STREET
324848,673802,5789,caf‚,Wolfits,Class 3,EH2 4AZ,324848,673802,200 ROSE STREET
324838,673799,5790,public house,Scotts,SUI GENERIS,EH2 4AZ,324838,673799,202 ROSE STREET
325314,673973,5791,restaurant,New York Steam Packet,Class 3,EH2 2NP,325314,673973,31(01) ROSE STREET NORTH LANE
325025,673877,5792,beauty salon,KATHLEEN TULLOCH,Class 1,EH2 3DX,325025,673877,87(1F90)-89 ROSE STREET NORTH LANE
325013,673873,5793,public house,International Vodka Bar,SUI GENERIS,EH2 3DX,325013,673873,87(GF)-89 ROSE STREET NORTH LANE
325124,673905,5794,n/a,n/a,UNKNOWN USE,EH2 3DX,325124,673905,(52A) ROSE STREET NORTH LANE
325062,673901,5795,restaurant,Calistoga,Class 3,EH2 3DX,325062,673901,70-72 ROSE STREET NORTH LANE
324925,673811,5796,restaurant,Hakataya,Class 3,EH2 4BB,324925,673811,120(PF)-122 ROSE STREET SOUTH LANE
313078,677850,5797,chemist,Lloyds Pharmacy,Class 1, ,313078,677850, 
323005,673137,5798,take-away food (Chinese),Emily,SUI GENERIS,EH12 5NN,323005,673137,2 ROSEBURN PLACE
322959,672950,5799,vacant,vacant,Vacant,EH12 5PF,322959,672950,13 ROSEBURN STREET
322871,672879,5800,furniture,J.B. McLean Interiors,Class 1,EH12 5PE,322871,672879,27 ROSEBURN STREET
322871,672879,5801,tiles,Collinson Ceramics,Class 1,EH12 5PE,322871,672879,31B ROSEBURN STREET
323036,673169,5802,public house,Roseburn Bar,SUI GENERIS,EH12 5NG,323036,673169,1 ROSEBURN TERRACE
323072,673166,5803,supermarket (samll),Tesco Express,Class 1,EH12 5NG,323072,673166,1A ROSEBURN TERRACE
323025,673171,5804,betting shop,Scotbet,Class 2,EH12 5NG,323025,673171,9-11 ROSEBURN TERRACE
323020,673173,5805,optician,Anita Glasby,Class 1,EH12 5NG,323020,673173,13 ROSEBURN TERRACE
323016,673174,5806,solicitors,Clancy's,Class 2,EH12 5NG,323016,673174,15 ROSEBURN TERRACE
323013,673175,5807,pictures & picture framing,Art et Facts,Class 1,EH12 5NG,323013,673175,19 ROSEBURN TERRACE
323009,673177,5808,hairdresser,Thallon Soulis,Class 1,EH12 5NG,323009,673177,21 ROSEBURN TERRACE
323003,673178,5809,solicitors,Clancy's,Class 2,EH12 5NG,323003,673178,23 ROSEBURN TERRACE
322998,673180,5810,hot food take-away (Indian),Delta,SUI GENERIS,EH12 5NG,322998,673180,27 ROSEBURN TERRACE
322992,673183,5811,vacant,vacant,Vacant,EH12 5NQ,322992,673183,29 ROSEBURN TERRACE
322987,673184,5812,antiques,Simon Scott,Class 1,EH12 5NQ,322987,673184,33 ROSEBURN TERRACE
322981,673187,5813,hairdresser,Ikina Hair Studio,Class 1,EH12 5NQ,322981,673187,35 ROSEBURN TERRACE
322977,673188,5814,dressmaker - tailoring,Savoir Faire,Class 1,EH12 5NQ,322977,673188,39 ROSEBURN TERRACE
322973,673190,5815,beauty salon,Beauty Therapy,Class 1,EH12 5NQ,322973,673190,41 ROSEBURN TERRACE
322967,673191,5816,dog products,House of Hound,Class 1,EH12 5NQ,322967,673191,43 ROSEBURN TERRACE
322961,673193,5817,grocer / convenience store,Scotmid,Class 1,EH12 5NQ,322961,673193,47 ROSEBURN TERRACE
322954,673196,5818,hot food take-away (chippy),eat 'n' joy,SUI GENERIS,EH12 5NQ,322954,673196,49 ROSEBURN TERRACE
322950,673197,5819,coffee shop / delicatessen,Buna,Class 3,EH12 5NQ,322950,673197,53 ROSEBURN TERRACE
322945,673199,5820,sauna,Regency,Class 11,EH12 5NQ,322945,673199,55 ROSEBURN TERRACE
322934,673203,5821,public house,Murrayfield Bar,SUI GENERIS,EH12 5NQ,322934,673203,57-59 ROSEBURN TERRACE
323035,673196,5822,dentist,EH Dental Care,Class 2,EH12 6AW,323035,673196,2B ROSEBURN TERRACE
323023,673198,5823,delicatessen,Vigo,Class 1,EH12 6AW,323023,673198,2-2A ROSEBURN TERRACE
323015,673201,5824,cake shop,3D Cakes,Class 1,EH12 6AW,323015,673201,4 ROSEBURN TERRACE
323011,673202,5825,shoe repairs / key cutting,Roseburn Key Cutting & Shoe Repairs,Class 1,EH12 6AW,323011,673202,6 ROSEBURN TERRACE
323007,673204,5826,hot food take-away & caf‚,Roseburn Caf‚,SUI GENERIS,EH12 6AW,323007,673204,8 ROSEBURN TERRACE
323003,673205,5827,hot food take-away (Chinese),do Eat,SUI GENERIS,EH12 6AW,323003,673205,10 ROSEBURN TERRACE
322999,673207,5828,"computer repairs, television sales & repairs",PC Doctor / Moving Pictures,Class 1,EH12 6AW,322999,673207,12 ROSEBURN TERRACE
322995,673208,5829,beauty salon,Smoothies Beauty Clinic,Class 1,EH12 6AW,322995,673208,14 ROSEBURN TERRACE
322991,673210,5830,greetings cards,Maybury's,Class 1,EH12 6AW,322991,673210,16 ROSEBURN TERRACE
322987,673211,5831,chemist,Right Medicine Pharmacy,Class 1,EH12 6AW,322987,673211,18 ROSEBURN TERRACE
322984,673212,5832,cake design and making,3 D Cakes,Class 1,EH12 6AW,322984,673212,20 ROSEBURN TERRACE
322981,673213,5833,barber,Turkish Barbers,Class 1,EH12 6AW,322981,673213,22 ROSEBURN TERRACE
322977,673215,5834,carpet & upholstery cleaning,Chores @ Work,Class 4,EH12 6AW,322977,673215,26 ROSEBURN TERRACE
322974,673216,5835,bank,Bank of Scotland / HBOS,Class 2,EH12 6AW,322974,673216,28 ROSEBURN TERRACE
325570,672401,5836,vacant,vacant,Vacant,EH9 1JD,325570,672401,21 ROSENEATH PLACE
325577,672342,5837,vacant,vacant,Vacant,EH9 1JD,325577,672342,26 ROSENEATH PLACE
325575,672346,5838,hot food take-away (Chinese),The GY Chinese Takeout,SUI GENERIS,EH9 1JD,325575,672346,27 ROSENEATH PLACE
325631,672333,5839,hairdresser and beauty salon,Ishi Hair & Beauty,Class 1,EH9 1JH,325631,672333,4 ROSENEATH STREET
325621,672333,5840,charity shop,"Chest, Heart & Stroke Scotland",Class 1,EH9 1JH,325621,672333,6 ROSENEATH STREET
325626,672333,5841,fishmonger,Eddie's Seafood Market,Class 1,EH9 1JH,325626,672333,7 ROSENEATH STREET
325617,672333,5842,greengrocer,Fruit connection,Class 1,EH9 1JH,325617,672333,8 ROSENEATH STREET
325612,672334,5843,hairdresser (gents),Mackintosh,Class 1,EH9 1JH,325612,672334,10 ROSENEATH STREET
325606,672334,5844,restaurant,Sweet Melindas,Class 3,EH9 1JH,325606,672334,11 ROSENEATH STREET
325600,672334,5845,vacant,vacant,Vacant,EH9 1JH,325600,672334,12 ROSENEATH STREET
325596,672335,5846,cafe,Salt n Pepper,Class 3,EH9 1JH,325596,672335,14 ROSENEATH STREET
325591,672335,5847,cafe,Saiko Kitchen,Class 3,EH9 1JH,325591,672335,15 ROSENEATH STREET
325584,672334,5848,"hot food take-away (fish & chips, pizzas)",Salvatore's,SUI GENERIS,EH9 1JH,325584,672334,16 ROSENEATH STREET
325578,672336,5849,ladies & childrens clothing,Bohemia,Class 1,EH9 1JH,325578,672336,17 ROSENEATH STREET
325724,673657,5850,restaurant,Zizzi,Class 3,EH1 1LW,325724,673657,1 ROXBURGHS COURT
326377,674384,5851,restaurant,21212,Class 3,EH7 5AB,326377,674384,3 ROYAL TERRACE
324705,675932,5852,building services,Taylors,Class 4,EH3 5QU,324705,675932,1A ROYSTON TERRACE
324708,675933,5853,"shoe repairs, key cutting, luggage",L. Wilson & Sons,Class 1,EH3 5QU,324708,675933,1B ROYSTON TERRACE
324654,673640,5854,public house,Ghillie Dhu,SUI GENERIS,EH1 2AD,324654,673640,2 RUTLAND PLACE
324663,673645,5855,restaurant / bar,The Rutland Bar and Restaurant,Class 3, ,324663,673645, 
325655,674042,5856,public house,Tiles,SUI GENERIS,EH2 2BD,325655,674042,1-2 ST. ANDREW SQUARE
325533,674017,5857,supermarket,Sainsbury,Class 1,EH2 2AF,325533,674017,9-10 ST. ANDREW SQUARE
325679,674154,5858,bank,RBS,Class 2,EH2 2AD,325679,674154,35-36 ST. ANDREW SQUARE
325698,674101,5859,bank,Bank of Scotland,Class 2,EH2 2AD,325698,674101,37-39 ST. ANDREW SQUARE
325622,674145,5860,caf‚,Caf‚ in the Square,Class 3,EH2 2AD,325622,674145,"(1) ST. ANDREW SQUARE GARDEN, ST. ANDREW SQUARE"
325521,674066,5861,restaurant (pizza),Amarone,Class 3,EH2 2AF,325521,674066,12-13(GF) ST. ANDREW SQUARE
325692,674228,5862,coffee shop,Coffee Stop,Class 3,EH2 2AD,325692,674228,30/1 ST. ANDREW SQUARE
325699,674229,5863,n/t/c,W.H. Smith,Class 1,EH2 2AD,325699,674229,30/2-3 ST. ANDREW SQUARE
325681,674182,5864,department store,Harvey Nichols,Class 1,EH2 2AD,325681,674182,30-34 ST. ANDREW SQUARE
324301,674487,5865,serviced offices,The Green House,Class 4,EH4 1NR,324301,674487,41 ST. BERNARD'S CRESCENT
325669,673607,5866,"cashmere, knitwear",House of Edinburgh,Class 1,EH1 1PT,325669,673607,2-4 ST. GILES STREET
325666,673620,5867,caf‚,St. Giles Caf‚ & bar,Class 3,EH1 1PT,325666,673620,8-10 ST. GILES STREET
325661,673646,5868,restaurant,Broadsheet,Class 3,EH1 1PT,325661,673646,18-22(GF) ST. GILES STREET
325818,674233,5869,mobile phone accessories,Top Gift,Class 1,EH1 3SR,325818,674233,(A) ST. JAMES CENTRE
325791,674235,5870,sports equipment / clothing,JD Sports,Class 1,EH1 3SS,325791,674235,1-3 ST. JAMES CENTRE
325806,674239,5871,chemist,Boots,Class 1,EH1 3SS,325806,674239,5-9 ST. JAMES CENTRE
325816,674242,5872,sports clothing & equipment,Sports Direct,Class 1,EH1 3SS,325816,674242,11(GF)-13 ST. JAMES CENTRE
325826,674245,5873,gadgets,Men Kind,Class 1,EH1 3SS,325826,674245,15-17 ST. JAMES CENTRE
325839,674248,5874,souvenirs,I Love Scotland,Class 1,EH1 3SS,325839,674248,19-21 ST. JAMES CENTRE
325850,674254,5875,photo booth (instant photos & business cards),Photo-me,Class 2,EH1 3SS,325850,674254,23 ST. JAMES CENTRE
325846,674251,5876,cookies & ice cream,Millies Cookies,Class 1,EH1 3SS,325846,674251,23(A) ST. JAMES CENTRE
325856,674261,5877,take away food,Subway,Class 1,EH1 3SS,325856,674261,27 ST. JAMES CENTRE
325859,674264,5878,vacant,vacant,Vacant,EH1 3SS,325859,674264,29 ST. JAMES CENTRE
325892,674173,5879,vacant,VACANT,Vacant,EH1 3SS,325892,674173,31-33 ST. JAMES CENTRE
325867,674272,5880,gift shop,National Trust for Scotland,Class 1,EH1 3SS,325867,674272,35 ST. JAMES CENTRE
325869,674274,5881,mobile phoine repairs,1 Tech,Class 1,EH1 3SS,325869,674274,37 ST. JAMES CENTRE
325881,674260,5882,bank,RBS Cashline,Class 2,EH1 3SS,325881,674260,39 ST. JAMES CENTRE
325871,674250,5883,gifts,Gift World,Class 1,EH1 3SS,325871,674250,43-49 ST. JAMES CENTRE
325874,674246,5884,stationery,Ryman Stationery,Class 1,EH1 3SS,325874,674246,51 ST. JAMES CENTRE
325879,674242,5885,ladies & mens clothing,River Island,Class 1,EH1 3SS,325879,674242,53-55 ST. JAMES CENTRE
325883,674238,5886,mobile phones,O2,Class 1,EH1 3SS,325883,674238,57 ST. JAMES CENTRE
325888,674233,5887,ladies clothing,Quiz,Class 1,EH1 3SS,325888,674233,59 ST. JAMES CENTRE
325893,674228,5888,sports clothing / equipment,Mountain Warehouse,Class 1,EH1 3SS,325893,674228,61 ST. JAMES CENTRE
325897,674225,5889,ladies & mens clothing,Next,Class 1,EH1 3SS,325897,674225,63-67 ST. JAMES CENTRE
325907,674200,5890,department store - mixed durable goods,John Lewis,Class 1,EH1 3SP,325907,674200,69 ST. JAMES CENTRE
325892,674215,5891,fruit juice (freshly squeezed),Zumo Juice Bar,Class 1,EH1 3SP,325892,674215,(69C) ST. JAMES CENTRE
325889,674212,5892,coffee shop,Costa Coffee,Class 3,EH1 3SP,325889,674212,(69D) ST. JAMES CENTRE
325943,674161,5893,further education,Edinburgh College,Class 2,EH1 3SJ,325943,674161,71-73 ST. JAMES CENTRE
325937,674163,5894,hairdresser,Supercuts,Class 1,EH1 3SJ,325937,674163,75 ST. JAMES CENTRE
325931,674164,5895,vacant,vacant,Vacant,EH1 3SJ,325931,674164,77 ST. JAMES CENTRE
325925,674165,5896,travel agent,Stewart Travel,Class 1,EH1 3SJ,325925,674165,79 ST. JAMES CENTRE
325921,674162,5897,vacant,vacant,Vacant,EH1 3SJ,325921,674162,81 ST. JAMES CENTRE
325916,674157,5898,greetings cards,Cards & Gifts,Class 1,EH1 3SJ,325916,674157,83 ST. JAMES CENTRE
325911,674152,5899,childrens clothing,Monsoon Childrenswear,Class 1,EH1 3SJ,325911,674152,85 ST. JAMES CENTRE
325906,674143,5900,perfumes & fragrances,The Perfume Shop,Class 1,EH1 3SJ,325906,674143,93 ST. JAMES CENTRE
325904,674135,5901,mobile phones,Car Phone Warehouse,Class 1,EH1 3SJ,325904,674135,95 ST. JAMES CENTRE
325902,674127,5902,jeweller,Ernest Jones,Class 1,EH1 3SJ,325902,674127,97-99 ST. JAMES CENTRE
325901,674119,5903,candles,Yankee Scotland,Class 1,EH1 3SJ,325901,674119,101 ST. JAMES CENTRE
325899,674109,5904,confectionery,Thorntons,Class 1,EH1 3SJ,325899,674109,103-105 ST. JAMES CENTRE
325792,674218,5905,confectionery,AmeriKandy,Class 1,EH1 3SR,325792,674218,2(BF) ST. JAMES CENTRE
325802,674221,5906,chemist,Superdrug,Class 1,EH1 3SR,325802,674221,4-6 ST. JAMES CENTRE
325809,674222,5907,vacant,vacant,Vacant,EH1 3SR,325809,674222,8-10 ST. JAMES CENTRE
325822,674226,5908,optician,Vision Express,Class 1,EH1 3SR,325822,674226,12-14 ST. JAMES CENTRE
325837,674229,5909,"toys, games, puzzles, gifts, novelties",Hawkins Bazaar,Class 1,EH1 3SR,325837,674229,16 ST. JAMES CENTRE
325844,674232,5910,household goods,Poundland,Class 1,EH1 3SR,325844,674232,18 ST. JAMES CENTRE
325856,674235,5911,jeweller,Warren James,Class 1,EH1 3SR,325856,674235,22 ST. JAMES CENTRE
325862,674236,5912,shoe repairs / key cutting / watch repairs / nameplates / engraving etc.,Timpson,Class 1,EH1 3SR,325862,674236,24 ST. JAMES CENTRE
325866,674233,5913,hairdresser,Razor Sharp,Class 1,EH1 3SR,325866,674233,24A ST. JAMES CENTRE
325871,674227,5914,n/t/c,McColl's,Class 1,EH1 3SR,325871,674227,26 ST. JAMES CENTRE
325875,674224,5915,bank,Bank of Scotland,Class 2,EH1 3SR,325875,674224,28 ST. JAMES CENTRE
325881,674218,5916,mixed durables,Tiger,Class 1,EH1 3SR,325881,674218,30 ST. JAMES CENTRE
325873,674201,5917,greetings cards,Card Factory,Class 1,EH1 3SL,325873,674201,32 ST. JAMES CENTRE
325878,674195,5918,ladies clothing,Dorothy Perkins,Class 1,EH1 3SL,325878,674195,34-36 ST. JAMES CENTRE
325885,674188,5919,men's clothing,Officers Club,Class 1,EH1 3SL,325885,674188,38 ST. JAMES CENTRE
325892,674181,5920,ladies & mens clothing,Burton / Wallis,Class 1,EH1 3SL,325892,674181,40-42 ST. JAMES CENTRE
325901,674172,5921,jeweller,H. Samuel,Class 1,EH1 3SL,325901,674172,44-48 ST. JAMES CENTRE
325897,674167,5922,ladies clothing - accessories,Claire's Accessories,Class 1,EH1 3SL,325897,674167,50 ST. JAMES CENTRE
325888,674149,5923,shoes & footwear,Garage Shoes,Class 1,EH1 3SL,325888,674149,54-56 ST. JAMES CENTRE
325892,674145,5924,greeting cards,Clinton Cards,Class 1,EH1 3SL,325892,674145,58 ST. JAMES CENTRE
325889,674134,5925,mobile phones,EE,Class 1,EH1 3SL,325889,674134,60 ST. JAMES CENTRE
325887,674128,5926,travel agent,Barrhead Travel,Class 1,EH1 3SL,325887,674128,62 ST. JAMES CENTRE
325884,674116,5927,books,Books 4 Less,Class 1,EH1 3SL,325884,674116,64-68 ST. JAMES CENTRE
325876,674101,5928,video games,Game,Class 1,EH1 3SL,325876,674101,70-74 ST. JAMES CENTRE
320209,672880,5929,grocer (licensed),Premier Express,Class 1,EH12 6NN,320209,672880,109-111 ST. JOHN'S ROAD
320182,672883,5930,Accountants,tax Assist Accountants,Class 4,EH12 6NN,320182,672883,111-113 ST. JOHN'S ROAD
320167,672886,5931,dancewear,Bliss Dancewear,Class 1,EH12 7SB,320167,672886,113D ST. JOHN'S ROAD
320162,672887,5932,prams & baby equipment,Raeburn & Corstorphine Pram Centre,Class 1,EH12 7SB,320162,672887,115-117 ST. JOHN'S ROAD
320158,672888,5933,optician,Boots Optitcian,Class 1,EH12 7SB,320158,672888,119 ST. JOHN'S ROAD
320154,672889,5934,barber,The Turk's Head,Class 1,EH12 7SB,320154,672889,119A ST. JOHN'S ROAD
320143,672890,5935,hairdresser & beauty salon,White Hollow,Class 1,EH12 7SB,320143,672890,119B-119C ST. JOHN'S ROAD
320135,672892,5936,tailoring alterations,Smart Stitch,Class 1,EH12 7SB,320135,672892,121A ST. JOHN'S ROAD
320129,672893,5937,sandwich shop,Subway,Class 1,EH12 7SB,320129,672893,121B ST. JOHN'S ROAD
320123,672894,5938,charity shop,Marie Curie,Class 1,EH12 7SB,320123,672894,125 ST. JOHN'S ROAD
320116,672896,5939,Vacant,Vacant,Vacant,EH12 7SB,320116,672896,125A ST. JOHN'S ROAD
320109,672898,5940,chemist,Boots,Class 1,EH12 7SB,320109,672898,129 ST. JOHN'S ROAD
320103,672899,5941,florist,Wm. Williamson,Class 1,EH12 7SB,320103,672899,129A ST. JOHN'S ROAD
320071,672909,5942,solicitors & estate agents,Leslie Deans & Co,Class 2,EH12 7SB,320071,672909,135-137 ST. JOHN'S ROAD
320053,672899,5943,"butcher, poulterer & game dealer",Charles Wilson,Class 1,EH12 7SD,320053,672899,139 ST. JOHN'S ROAD
320047,672899,5944,baker,Greggs,Class 1,EH12 7SD,320047,672899,139A ST. JOHN'S ROAD
320037,672902,5945,food store,Sainsbury Local,Class 1,EH12 7SD,320037,672902,141 ST. JOHN'S ROAD
320027,672904,5946,hot food take-away (Indian),Chilli Grill,SUI GENERIS,EH12 7SD,320027,672904,141A ST. JOHN'S ROAD
320021,672905,5947,Key Cutting & Shoe Repairs,Timpsons,Class 1,EH12 7SD,320021,672905,143 ST. JOHN'S ROAD
320014,672918,5948,grocer / convenience store,Scotmid,Class 1,EH12 7SD,320014,672918,145-147 ST. JOHN'S ROAD
320003,672919,5949,vacant,Vacant,Vacant,EH12 7SD,320003,672919,151 ST. JOHN'S ROAD
319999,672920,5950,Electronics & Phones,LK Mobile,Class 1,EH12 7SD,319999,672920,153 ST. JOHN'S ROAD
319995,672920,5951,Beauty Clinic,New U Laser Clinic,Class 1,EH12 7SD,319995,672920,155 ST. JOHN'S ROAD
319988,672922,5952,Pharmacy,Corstorphine Pharmacy,Class 1,EH12 7SD,319988,672922,159 ST. JOHN'S ROAD
319982,672923,5953,charity shop,Shelter,Class 1,EH12 7SD,319982,672923,161 ST. JOHN'S ROAD
319972,672925,5954,bank,Lloyds TSB Scotland,Class 2,EH12 7SD,319972,672925,163 ST. JOHN'S ROAD
319904,672932,5955,Furniture shop,Evolution Furniture,Class 1,EH12 7SL,319904,672932,181 ST. JOHN'S ROAD
319894,672934,5956,Vacant,Vacant,Vacant,EH12 7SL,319894,672934,183 ST. JOHN'S ROAD
319888,672934,5957,Vacant,Vacant,Vacant,EH12 7SL,319888,672934,185 ST. JOHN'S ROAD
319883,672935,5958,hot food take-away,Pizza Hut,SUI GENERIS,EH12 7SL,319883,672935,187 ST. JOHN'S ROAD
319878,672935,5959,chemist,Semi-Chem,Class 1,EH12 7SL,319878,672935,189 ST. JOHN'S ROAD
319869,672936,5960,Community meeting place/gallery/cafe,Corstorphine Hub & Lucy's Cafe,Class 2,EH12 7SL,319869,672936,191 ST. JOHN'S ROAD
319857,672937,5961,Vacant,Vacant,Vacant,EH12 7SL,319857,672937,193-195 ST. JOHN'S ROAD
319766,672955,5962,Hearing Specialists,Edinburgh Hearing Practice,Class 2,EH12 7UU,319766,672955,201 ST. JOHN'S ROAD
319761,672956,5963,hairdresser,Blondie Kerr,Class 1,EH12 7UU,319761,672956,205 ST. JOHN'S ROAD
319756,672956,5964,Barber,Aydin's Hot Shave Barber,Class 1,EH12 7UU,319756,672956,207 ST. JOHN'S ROAD
319751,672957,5965,Training agency,'ACT' Ambition Centre for Training,Class 4,EH12 7UU,319751,672957,209 ST. JOHN'S ROAD
319746,672958,5966,beauty salon,Heaven Beauty,Class 1,EH12 7UU,319746,672958,213 ST. JOHN'S ROAD
319738,672959,5967,coffee shop,Caf‚ Rosa,Class 3,EH12 7UU,319738,672959,215 ST. JOHN'S ROAD
319734,672959,5968,charity shop,Capability Scotland,Class 1,EH12 7UU,319734,672959,217-219 ST. JOHN'S ROAD
319729,672960,5969,Restaurant (chinese),Wong's,Class 3, ,319729,672960, 
319674,672968,5970,betting shop,William Hill,Class 2,EH12 7XA,319674,672968,229-229A ST. JOHN'S ROAD
319663,672969,5971,caf‚,Rumblin' Tum,Class 3,EH12 7XA,319663,672969,235 ST. JOHN'S ROAD
319650,672970,5972,bank,Royal Bank of Scotland,Class 2,EH12 7XA,319650,672970,235A-239 ST. JOHN'S ROAD
319615,672961,5973,public house,Centurion,SUI GENERIS,EH12 7XD,319615,672961,243 ST. JOHN'S ROAD
319603,672962,5974,betting shop,Ladbrokes,Class 2,EH12 7XD,319603,672962,245A ST. JOHN'S ROAD
319596,672962,5975,hair & beauty products,Sally Hair & Beauty,Class 1,EH12 7XD,319596,672962,245B ST. JOHN'S ROAD
319587,672971,5976,pawn brokers,We Pay,Class 2,EH12 7XD,319587,672971,247 ST. JOHN'S ROAD
319583,672971,5977,hairdresser,KSH,Class 1,EH12 7XD,319583,672971,247B ST. JOHN'S ROAD
319579,672971,5978,solicitors & estate agents,Warners,Class 2,EH12 7XD,319579,672971,247C ST. JOHN'S ROAD
319574,672971,5979,Bike shop,Hart's Cyclery,Class 1,EH12 7XD,319574,672971,249A ST. JOHN'S ROAD
319562,672971,5980,"pictures, picture framing, jewellery",Angles,Class 1,EH12 7XD,319562,672971,253 ST. JOHN'S ROAD
319558,672970,5981,hairdresser,Laurance Granger,Class 1,EH12 7XD,319558,672970,255 ST. JOHN'S ROAD
319553,672970,5982,restaurant & hot food take-away (Italian restaurant + chip shop),St. John's,Class 3,EH12 7XD,319553,672970,259-261 ST. JOHN'S ROAD
319542,672968,5983,undertakers,W.T. Dunbar & Sons,Class 1,EH12 7XD,319542,672968,263 ST. JOHN'S ROAD
319542,672968,5984,accountants,Accountax,Class 2, ,319542,672968, 
319530,672964,5985,n/t/c + post office,R.S. McColl,Class 1,EH12 7XD,319530,672964,265-267 ST. JOHN'S ROAD
319505,672958,5986,Vacant,Vacant,Vacant,EH12 7XD,319505,672958,277 ST. JOHN'S ROAD
319493,672955,5987,dry cleaner,Care Clean,Class 1,EH12 7XF,319493,672955,279 ST. JOHN'S ROAD
